44,48,65.0
45,44,40.0
45,45,0.0
45,46,40.0
46,45,40.0
46,46,0.0
46,47,40.0
47,42,50.0
47,38,70.0
47,52,50.0
47,46,40.0
47,47,0.0
48,39,50.0
48,43,25.0
48,48,0.0
48,49,40.0
48,53,20.0
48,58,50.0
48,63,75.0
48,419,64.03124237432849
48,420,41.23105625617661
48,44,65.0
48,54,60.0
49,48,40.0
49,49,0.0
49,50,40.0
49,43,65.0
49,53,60.0
50,49,40.0
50,50,0.0
50,51,40.0
51,50,40.0
51,51,0.0
51,52,40.0
52,47,50.0
52,57,60.0
52,51,40.0
52,52,0.0
53,39,70.0
53,43,45.0
53,48,20.0
53,53,0.0
53,54,40.0
53,58,30.0
53,63,55.0
53,419,50.0
53,420,50.0
53,49,60.0
53,59,70.0
54,53,40.0
54,54,0.0
54,55,40.0
54,48,60.0
54,58,70.0
55,54,40.0
55,55,0.0
55,56,40.0
56,55,40.0
56,56,0.0
56,57,40.0
57,52,60.0
57,62,70.0
57,56,40.0
57,57,0.0
58,43,75.0
58,48,50.0
58,53,30.0
58,58,0.0
58,59,40.0
58,63,25.0
58,202,68.62215385719105
58,419,40.0
58,420,72.11102550927978
58,54,70.0
58,64,65.0
59,58,40.0
59,59,0.0
59,60,40.0
59,53,70.0
59,63,65.0
60,59,40.0
60,60,0.0
60,61,40.0
61,60,40.0
61,61,0.0
61,62,40.0
62,57,70.0
62,68,50.0
62,61,40.0
62,62,0.0
63,48,75.0
63,53,55.0
63,58,25.0
63,63,0.0
63,64,40.0
63,201,68.81860213634101
63,202,45.65084884205331
63,419,47.16990566028302
63,59,65.0
63,203,79.6508488420533
64,63,40.0
64,64,0.0
64,65,40.0
64,58,65.0
65,64,40.0
65,65,0.0
65,66,40.0
66,65,40.0
66,66,0.0
66,67,40.0
67,66,40.0
67,67,0.0
67,68,40.0
68,62,50.0
68,67,40.0
68,68,0.0
68,313,42.720018726587654
68,316,76.48529270389177
69,21,55.0
69,26,25.0
69,69,0.0
69,70,40.0
69,75,25.0
69,81,50.0
69,87,75.0
69,27,60.0
69,76,65.0
70,69,40.0
70,70,0.0
70,71,40.0
70,26,65.0
70,75,65.0
71,70,40.0
71,71,0.0
71,72,40.0
72,71,40.0
72,72,0.0
72,73,40.0
73,72,40.0
73,73,0.0
73,74,40.0
73,206,74.16872656315464
73,34,65.0
73,80,65.0
74,33,70.0
74,34,25.0
74,73,40.0
74,74,0.0
74,80,25.0
74,86,50.0
74,92,75.0
74,201,52.49761899362675
74,206,34.36568055487916
74,207,68.18357573492314
74,79,65.0
74,211,59.36568055487916
75,26,50.0
75,69,25.0
75,75,0.0
75,76,40.0
75,81,25.0
75,87,50.0
75,70,65.0
75,82,65.0
76,75,40.0
76,76,0.0
76,77,40.0
76,69,65.0
76,81,65.0
77,76,40.0
77,77,0.0
77,78,40.0
78,77,40.0
78,78,0.0
78,79,40.0
79,78,40.0
79,79,0.0
79,80,40.0
79,211,74.16872656315464
79,74,65.0
79,86,65.0
80,34,50.0
80,74,25.0
80,79,40.0
80,80,0.0
80,86,25.0
80,92,50.0
80,211,34.36568055487916
80,212,68.18357573492314
80,73,65.0
80,201,77.49761899362676
80,206,59.36568055487916
80,85,65.0
80,216,59.0
81,26,75.0
81,69,50.0
81,75,25.0
81,81,0.0
81,82,40.0
81,87,25.0
81,93,55.0
81,76,65.0
81,88,65.0
82,81,40.0
82,82,0.0
82,83,40.0
82,75,65.0
82,87,65.0
83,82,40.0
83,83,0.0
83,84,40.0
84,83,40.0
84,84,0.0
84,85,40.0
85,84,40.0
85,85,0.0
85,86,40.0
85,216,74.0
85,221,78.10889834071403
85,80,65.0
85,92,65.0
86,34,75.0
86,74,50.0
86,80,25.0
86,85,40.0
86,86,0.0
86,92,25.0
86,98,55.0
86,211,45.34313619501854
86,216,34.0
86,217,68.0
86,79,65.0
86,91,65.0
86,221,59.0
86,212,79.34313619501853
87,69,75.0
87,75,50.0
87,81,25.0
87,87,0.0
87,88,40.0
87,93,30.0
87,99,55.0
87,82,65.0
87,94,70.0
88,87,40.0
88,88,0.0
88,89,40.0
88,81,65.0
88,93,70.0
89,88,40.0
89,89,0.0
89,90,40.0
90,89,40.0
90,90,0.0
90,91,40.0
91,90,40.0
91,91,0.0
91,92,40.0
91,221,74.0
91,226,78.10889834071403
91,86,65.0
91,98,70.0
92,74,75.0
92,80,50.0
92,86,25.0
92,91,40.0
92,92,0.0
92,98,30.0
92,104,55.0
92,221,34.0
92,222,68.0
92,85,65.0
92,211,70.34313619501853
92,216,59.0
92,97,70.0
92,226,64.36568055487916
93,81,55.0
93,87,30.0
93,93,0.0
93,94,40.0
93,99,25.0
93,105,50.0
93,111,75.0
93,88,70.0
93,100,65.0
94,93,40.0
94,94,0.0
94,95,40.0
94,87,70.0
94,99,65.0
95,94,40.0
95,95,0.0
95,96,40.0
96,95,40.0
96,96,0.0
96,97,40.0
97,96,40.0
97,97,0.0
97,98,40.0
97,226,74.16872656315464
97,92,70.0
97,104,65.0
98,86,55.0
98,92,30.0
98,97,40.0
98,98,0.0
98,104,25.0
98,110,50.0
98,116,75.0
98,221,45.34313619501854
98,226,34.36568055487916
98,227,68.18357573492314
98,91,70.0
98,103,65.0
98,231,59.36568055487916
98,222,79.34313619501853
99,87,55.0
99,93,25.0
99,99,0.0
99,100,40.0
99,105,25.0
99,111,50.0
99,117,75.0
99,94,65.0
99,106,65.0
100,99,40.0
100,100,0.0
100,101,40.0
100,93,65.0
100,105,65.0
101,100,40.0
101,101,0.0
101,102,40.0
102,101,40.0
102,102,0.0
102,103,40.0
103,102,40.0
103,103,0.0
103,104,40.0
103,231,74.16872656315464
103,98,65.0
103,110,65.0
104,92,55.0
104,98,25.0
104,103,40.0
104,104,0.0
104,110,25.0
104,116,50.0
104,122,75.0
104,226,45.34313619501854
104,231,34.36568055487916
104,232,68.18357573492314
104,97,65.0
104,221,70.34313619501853
104,109,65.0
104,236,59.36568055487916
104,241,67.20189569201838
104,227,79.34313619501853
105,93,50.0
105,99,25.0
105,105,0.0
105,106,40.0
105,111,25.0
105,117,50.0
105,123,75.0
105,100,65.0
105,112,65.0
106,105,40.0
106,106,0.0
106,107,40.0
106,99,65.0
106,111,65.0
107,106,40.0
107,107,0.0
107,108,40.0
108,107,40.0
108,108,0.0
108,109,40.0
109,108,40.0
109,109,0.0
109,110,40.0
109,236,74.16872656315464
109,104,65.0
109,116,65.0
110,98,50.0
110,104,25.0
110,109,40.0
110,110,0.0
110,116,25.0
110,122,50.0
110,128,75.0
110,236,34.36568055487916
110,237,68.18357573492314
110,241,42.20189569201838
110,103,65.0
110,226,70.34313619501853
110,231,59.36568055487916
110,115,65.0
110,242,76.20189569201838
111,93,75.0
111,99,50.0
111,105,25.0
111,111,0.0
111,112,40.0
111,117,25.0
111,123,50.0
111,129,75.0
111,106,65.0
111,118,65.0
112,111,40.0
112,112,0.0
112,113,40.0
112,105,65.0
112,117,65.0
113,112,40.0
113,113,0.0
113,114,40.0
114,113,40.0
114,114,0.0
114,115,40.0
115,114,40.0
115,115,0.0
115,116,40.0
115,241,74.0
115,110,65.0
115,122,65.0
116,98,75.0
116,104,50.0
116,110,25.0
116,115,40.0
116,116,0.0
116,122,25.0
116,128,50.0
116,134,75.0
116,236,45.34313619501854
116,241,34.0
116,242,68.0
116,109,65.0
116,121,65.0
116,246,59.0
116,237,79.34313619501853
117,99,75.0
117,105,50.0
117,111,25.0
117,117,0.0
117,118,40.0
117,123,25.0
117,129,50.0
117,135,75.0
117,112,65.0
117,124,65.0
118,117,40.0
118,118,0.0
118,119,40.0
118,111,65.0
118,123,65.0
119,118,40.0
119,119,0.0
119,120,40.0
120,119,40.0
120,120,0.0
120,121,40.0
121,120,40.0
121,121,0.0
121,122,40.0
121,246,74.0
121,116,65.0
121,128,65.0
122,104,75.0
122,110,50.0
122,116,25.0
122,121,40.0
122,122,0.0
122,128,25.0
122,134,50.0
122,140,75.0
122,241,42.20189569201838
122,246,34.0
122,247,68.0
122,115,65.0
122,236,70.34313619501853
122,127,65.0
122,251,59.0
122,256,67.20189569201838
122,242,76.20189569201838
123,105,75.0
123,111,50.0
123,117,25.0
123,123,0.0
123,124,40.0
123,129,25.0
123,135,50.0
123,141,70.0
123,118,65.0
123,130,65.0
124,123,40.0
124,124,0.0
124,125,40.0
124,117,65.0
124,129,65.0
125,124,40.0
125,125,0.0
125,126,40.0
126,125,40.0
126,126,0.0
126,127,40.0
127,126,40.0
127,127,0.0
127,128,40.0
127,251,74.0
127,122,65.0
127,134,65.0
128,110,75.0
128,116,50.0
128,122,25.0
128,127,40.0
128,128,0.0
128,134,25.0
128,140,50.0
128,146,75.0
128,246,42.20189569201838
128,251,34.0
128,252,68.0
128,256,42.20189569201838
128,121,65.0
128,241,67.20189569201838
128,133,65.0
128,247,76.20189569201838
128,257,76.20189569201838
129,111,75.0
129,117,50.0
129,123,25.0
129,129,0.0
129,130,40.0
129,135,25.0
129,141,45.0
129,147,75.0
129,124,65.0
129,136,65.0
130,129,40.0
130,130,0.0
130,131,40.0
130,123,65.0
130,135,65.0
131,130,40.0
131,131,0.0
131,132,40.0
132,131,40.0
132,132,0.0
132,133,40.0
133,132,40.0
133,133,0.0
133,134,40.0
133,256,74.0
133,128,65.0
133,140,65.0
134,116,75.0
134,122,50.0
134,128,25.0
134,133,40.0
134,134,0.0
134,140,25.0
134,146,50.0
134,152,75.0
134,256,34.0
134,257,68.0
134,127,65.0
134,246,67.20189569201838
134,251,59.0
134,139,65.0
134,261,59.0
134,266,70.34313619501853
135,117,75.0
135,123,50.0
135,129,25.0
135,135,0.0
135,136,40.0
135,141,20.0
135,147,50.0
135,153,75.0
135,130,65.0
135,142,60.0
136,135,40.0
136,136,0.0
136,137,40.0
136,129,65.0
136,141,60.0
137,136,40.0
137,137,0.0
137,138,40.0
138,137,40.0
138,138,0.0
138,139,40.0
139,138,40.0
139,139,0.0
139,140,40.0
139,261,74.0
139,134,65.0
139,146,65.0
140,122,75.0
140,128,50.0
140,134,25.0
140,139,40.0
140,140,0.0
140,146,25.0
140,152,50.0
140,158,75.0
140,261,34.0
140,262,68.0
140,266,45.34313619501854
140,133,65.0
140,256,59.0
140,145,65.0
140,271,70.34313619501853
140,267,79.34313619501853
141,123,70.0
141,129,45.0
141,135,20.0
141,141,0.0
141,142,40.0
141,147,30.0
141,153,55.0
141,136,60.0
141,148,70.0
142,141,40.0
142,142,0.0
142,143,40.311288741492746
142,135,60.0
142,147,70.0
143,142,40.311288741492746
143,143,0.0
143,144,40.0
144,143,40.0
144,144,0.0
144,145,40.0
145,144,40.0
145,145,0.0
145,146,40.0
145,266,74.16872656315464
145,140,65.0
145,152,65.0
146,128,75.0
146,134,50.0
146,140,25.0
146,145,40.0
146,146,0.0
146,152,25.0
146,158,50.0
146,164,75.0
146,261,42.20189569201838
146,266,34.36568055487916
146,267,68.18357573492314
146,271,45.34313619501854
146,139,65.0
146,151,65.0
146,262,76.20189569201838
146,272,79.34313619501853
147,129,75.0
147,135,50.0
147,141,30.0
147,147,0.0
147,148,40.0
147,153,25.0
147,159,50.0
147,142,70.0
147,154,65.0
148,147,40.0
148,148,0.0
148,149,40.0
148,141,70.0
148,153,65.0
149,148,40.0
149,149,0.0
149,150,40.0
150,149,40.0
150,150,0.0
150,151,40.0
151,150,40.0
151,151,0.0
151,152,40.0
151,271,74.16872656315464
151,146,65.0
151,158,65.0
151,266,79.44616584663204
152,134,75.0
152,140,50.0
152,146,25.0
152,151,40.0
152,152,0.0
152,158,25.0
152,164,50.0
152,261,60.4648658313239
152,266,39.44616584663204
152,271,34.36568055487916
152,272,68.18357573492314
152,145,65.0
152,157,65.0
152,276,59.36568055487916
152,267,73.44616584663204
153,135,75.0
153,141,55.0
153,147,25.0
153,153,0.0
153,154,40.0
153,159,25.0
153,165,55.0
153,148,65.0
153,160,65.0
154,153,40.0
154,154,0.0
154,155,40.0
154,147,65.0
154,159,65.0
155,154,40.0
155,155,0.0
155,156,40.0
156,155,40.0
156,156,0.0
156,157,40.0
157,156,40.0
157,157,0.0
157,158,40.0
157,276,74.16872656315464
157,152,65.0
157,164,65.0
157,271,79.44616584663204
158,140,75.0
158,146,50.0
158,152,25.0
158,157,40.0
158,158,0.0
158,164,25.0
158,170,55.0
158,271,39.44616584663204
158,276,34.36568055487916
158,151,65.0
158,266,64.44616584663204
158,163,65.0
158,281,59.36568055487916
158,272,73.44616584663204
158,277,68.36568055487916
159,147,50.0
159,153,25.0
159,159,0.0
159,160,40.0
159,165,30.0
159,171,55.0
159,154,65.0
159,166,70.0
160,159,40.0
160,160,0.0
160,161,40.0
160,153,65.0
160,165,70.0
161,160,40.0
161,161,0.0
161,162,40.0
162,161,40.0
162,162,0.0
162,163,40.0
163,162,40.0
163,163,0.0
163,164,40.0
163,281,74.16872656315464
163,158,65.0
163,170,70.0
163,276,79.44616584663204
164,146,75.0
164,152,50.0
164,158,25.0
164,163,40.0
164,164,0.0
164,170,30.0
164,176,55.0
164,276,39.44616584663204
164,281,34.36568055487916
164,157,65.0
164,271,64.44616584663204
164,169,70.0
164,286,64.0
164,277,73.44616584663204
164,282,68.36568055487916
165,153,55.0
165,159,30.0
165,165,0.0
165,166,40.0
165,171,25.0
165,177,50.0
165,183,75.0
165,160,70.0
165,172,65.0
166,165,40.0
166,166,0.0
166,167,40.0
166,159,70.0
166,171,65.0
167,166,40.0
167,167,0.0
167,168,40.0
168,167,40.0
168,168,0.0
168,169,40.0
169,168,40.0
169,169,0.0
169,170,40.0
169,286,74.0
169,164,70.0
169,176,65.0
170,158,55.0
170,164,30.0
170,169,40.0
170,170,0.0
170,176,25.0
170,182,50.0
170,188,75.0
170,286,34.0
170,287,68.0
170,163,70.0
170,276,69.44616584663204
170,281,64.36568055487916
170,175,65.0
170,291,59.0
170,296,70.34313619501853
171,159,55.0
171,165,25.0
171,171,0.0
171,172,40.0
171,177,25.0
171,183,50.0
171,189,75.0
171,166,65.0
171,178,65.0
172,171,40.0
172,172,0.0
172,173,40.0
172,165,65.0
172,177,65.0
173,172,40.0
173,173,0.0
173,174,40.0
174,173,40.0
174,174,0.0
174,175,40.0
175,174,40.0
175,175,0.0
175,176,40.0
175,291,74.0
175,170,65.0
175,182,65.0
176,164,55.0
176,170,25.0
176,175,40.0
176,176,0.0
176,182,25.0
176,188,50.0
176,194,75.0
176,291,34.0
176,292,68.0
176,296,45.34313619501854
176,169,65.0
176,286,59.0
176,181,65.0
176,301,70.34313619501853
176,297,79.34313619501853
177,165,50.0
177,171,25.0
177,177,0.0
177,178,40.0
177,183,25.0
177,189,50.0
177,195,75.0
177,172,65.0
177,184,65.0
178,177,40.0
178,178,0.0
178,179,40.0
178,171,65.0
178,183,65.0
179,178,40.0
179,179,0.0
179,180,40.0
180,179,40.0
180,180,0.0
180,181,40.0
181,180,40.0
181,181,0.0
181,182,40.0
181,296,74.16872656315464
181,176,65.0
181,188,65.0
182,170,50.0
182,176,25.0
182,181,40.0
182,182,0.0
182,188,25.0
182,194,50.0
182,200,75.0
182,291,42.20189569201838
182,296,34.36568055487916
182,297,68.18357573492314
182,301,45.34313619501854
182,175,65.0
182,187,65.0
182,306,70.34313619501853
182,292,76.20189569201838
182,302,79.34313619501853
183,165,75.0
183,171,50.0
183,177,25.0
183,183,0.0
183,184,40.0
183,189,25.0
183,195,50.0
183,178,65.0
183,190,65.0
184,183,40.0
184,184,0.0
184,185,40.0
184,177,65.0
184,189,65.0
185,184,40.0
185,185,0.0
185,186,40.0
186,185,40.0
186,186,0.0
186,187,40.0
187,186,40.0
187,187,0.0
187,188,40.0
187,301,74.16872656315464
187,182,65.0
187,194,65.0
188,170,75.0
188,176,50.0
188,182,25.0
188,187,40.0
188,188,0.0
188,194,25.0
188,200,50.0
188,301,34.36568055487916
188,302,68.18357573492314
188,306,45.34313619501854
188,181,65.0
188,291,67.20189569201838
188,296,59.36568055487916
188,193,65.0
188,307,79.34313619501853
189,171,75.0
189,177,50.0
189,183,25.0
189,189,0.0
189,190,40.0
189,195,25.0
189,184,65.0
189,196,65.0
190,189,40.0
190,190,0.0
190,191,40.0
190,183,65.0
190,195,65.0
191,190,40.0
191,191,0.0
191,192,40.0
192,191,40.0
192,192,0.0
192,193,40.0
193,192,40.0
193,193,0.0
193,194,40.0
193,306,74.16872656315464
193,188,65.0
193,200,65.0
194,176,75.0
194,182,50.0
194,188,25.0
194,193,40.0
194,194,0.0
194,200,25.0
194,306,34.36568055487916
194,307,68.18357573492314
194,187,65.0
194,301,59.36568055487916
194,199,65.0
194,377,65.31128874149275
195,177,75.0
195,183,50.0
195,189,25.0
195,195,0.0
195,196,40.0
195,190,65.0
196,195,40.0
196,196,0.0
196,197,40.0
196,189,65.0
197,196,40.0
197,197,0.0
197,198,40.0
198,197,40.0
198,198,0.0
198,199,40.0
199,198,40.0
199,199,0.0
199,200,40.0
199,377,77.62087348130012
199,194,65.0
200,182,75.0
200,188,50.0
200,194,25.0
200,199,40.0
200,200,0.0
200,377,40.311288741492746
200,378,70.8801805866774
200,193,65.0
200,306,59.36568055487916
201,33,45.34313619501854
201,34,37.16180835212409
201,63,68.81860213634101
201,74,52.49761899362675
201,201,0.0
201,202,34.0
201,203,68.0
201,419,66.94027188471824
201,80,77.49761899362676
202,33,74.32361670424818
202,34,69.63476143421474
202,58,68.62215385719105
202,63,45.65084884205331
202,201,34.0
202,202,0.0
202,203,34.0
202,204,68.0
202,419,67.446274915669
203,201,68.0
203,202,34.0
203,203,0.0
203,204,34.0
203,205,68.0
203,63,79.6508488420533
204,202,68.0
204,203,34.0
204,204,0.0
204,205,34.0
204,311,79.0
204,210,69.0
205,203,68.0
205,204,34.0
205,205,0.0
205,210,35.0
205,215,60.0
205,311,45.0
205,209,69.0
206,73,74.16872656315464
206,74,34.36568055487916
206,206,0.0
206,207,34.0
206,208,68.0
206,34,59.36568055487916
206,80,59.36568055487916
207,74,68.18357573492314
207,206,34.0
207,207,0.0
207,208,34.0
207,209,68.0
208,206,68.0
208,207,34.0
208,208,0.0
208,209,34.0
208,210,68.0
209,207,68.0
209,208,34.0
209,209,0.0
209,210,34.0
209,314,79.0
209,205,69.0
209,215,59.0
210,205,35.0
210,208,68.0
210,209,34.0
210,210,0.0
210,215,25.0
210,220,55.0
210,314,45.0
210,204,69.0
210,214,59.0
210,317,70.0
211,79,74.16872656315464
211,80,34.36568055487916
211,86,45.34313619501854
211,211,0.0
211,212,34.0
211,213,68.0
211,74,59.36568055487916
211,92,70.34313619501853
211,216,79.34313619501853
212,80,68.18357573492314
212,211,34.0
212,212,0.0
212,213,34.0
212,214,68.0
212,86,79.34313619501853
213,211,68.0
213,212,34.0
213,213,0.0
213,214,34.0
213,215,68.0
214,212,68.0
214,213,34.0
214,214,0.0
214,215,34.0
214,317,79.0
214,210,59.0
214,220,64.0
215,205,60.0
215,210,25.0
215,213,68.0
215,214,34.0
215,215,0.0
215,220,30.0
215,225,55.0
215,317,45.0
215,209,59.0
215,314,70.0
215,219,64.0
216,85,74.0
216,86,34.0
216,216,0.0
216,217,34.0
216,218,68.0
216,80,59.0
216,92,59.0
216,211,79.34313619501853
217,86,68.0
217,216,34.0
217,217,0.0
217,218,34.0
217,219,68.0
218,216,68.0
218,217,34.0
218,218,0.0
218,219,34.0
218,220,68.0
219,217,68.0
219,218,34.0
219,219,0.0
219,220,34.0
219,320,79.1580697086532
219,215,64.0
219,225,59.0
220,210,55.0
220,215,30.0
220,218,68.0
220,219,34.0
220,220,0.0
220,225,25.0
220,230,50.0
220,235,75.0
220,214,64.0
220,317,75.0
220,224,59.0
220,323,70.27692569068708
221,85,78.10889834071403
221,91,74.0
221,92,34.0
221,98,45.34313619501854
221,221,0.0
221,222,34.0
221,223,68.0
221,86,59.0
221,104,70.34313619501853
221,226,79.7088167498977
222,92,68.0
222,221,34.0
222,222,0.0
222,223,34.0
222,224,68.0
222,98,79.34313619501853
223,221,68.0
223,222,34.0
223,223,0.0
223,224,34.0
223,225,68.0
224,222,68.0
224,223,34.0
224,224,0.0
224,225,34.0
224,323,79.1580697086532
224,220,59.0
224,230,59.0
225,215,55.0
225,220,25.0
225,223,68.0
225,224,34.0
225,225,0.0
225,230,25.0
225,235,50.0
225,240,75.0
225,323,45.27692569068709
225,219,59.0
225,229,59.0
225,326,70.0
226,91,78.10889834071403
226,97,74.16872656315464
226,98,34.36568055487916
226,104,45.34313619501854
226,226,0.0
226,227,34.0
226,228,68.0
226,92,64.36568055487916
226,110,70.34313619501853
226,221,79.7088167498977
226,231,79.7088167498977
227,98,68.18357573492314
227,226,34.0
227,227,0.0
227,228,34.0
227,229,68.0
227,104,79.34313619501853
228,226,68.0
228,227,34.0
228,228,0.0
228,229,34.0
228,230,68.0
229,227,68.0
229,228,34.0
229,229,0.0
229,230,34.0
229,326,79.0
229,225,59.0
229,235,59.0
230,220,50.0
230,225,25.0
230,228,68.0
230,229,34.0
230,230,0.0
230,235,25.0
230,240,50.0
230,326,45.0
230,224,59.0
230,323,70.27692569068708
230,234,59.0
230,329,70.0
231,103,74.16872656315464
231,104,34.36568055487916
231,231,0.0
231,232,34.0
231,233,68.0
231,98,59.36568055487916
231,110,59.36568055487916
231,226,79.7088167498977
232,104,68.18357573492314
232,231,34.0
232,232,0.0
232,233,34.0
232,234,68.0
233,231,68.0
233,232,34.0
233,233,0.0
233,234,34.0
233,235,68.0
234,232,68.0
234,233,34.0
234,234,0.0
234,235,34.0
234,329,79.0
234,230,59.0
234,240,59.0
235,220,75.0
235,225,50.0
235,230,25.0
235,233,68.0
235,234,34.0
235,235,0.0
235,240,25.0
235,245,55.0
235,329,45.0
235,229,59.0
235,326,70.0
235,239,59.0
235,332,70.0
236,109,74.16872656315464
236,110,34.36568055487916
236,116,45.34313619501854
236,236,0.0
236,237,34.0
236,238,68.0
236,104,59.36568055487916
236,122,70.34313619501853
236,241,76.56757624689754
237,110,68.18357573492314
237,236,34.0
237,237,0.0
237,238,34.0
237,239,68.0
237,116,79.34313619501853
238,236,68.0
238,237,34.0
238,238,0.0
238,239,34.0
238,240,68.0
239,237,68.0
239,238,34.0
239,239,0.0
239,240,34.0
239,332,79.0
239,235,59.0
239,245,64.0
240,225,75.0
240,230,50.0
240,235,25.0
240,238,68.0
240,239,34.0
240,240,0.0
240,245,30.0
240,250,55.0
240,332,45.0
240,234,59.0
240,329,70.0
240,244,64.0
240,335,75.0
241,110,42.20189569201838
241,115,74.0
241,116,34.0
241,122,42.20189569201838
241,241,0.0
241,242,34.0
241,243,68.0
241,104,67.20189569201838
241,128,67.20189569201838
241,236,76.56757624689754
241,246,76.20189569201838
242,116,68.0
242,241,34.0
242,242,0.0
242,243,34.0
242,244,68.0
242,110,76.20189569201838
242,122,76.20189569201838
243,241,68.0
